"hgb_fs_item_de","hgb_fs_item_en","account_usage_type","account_number","account_name_de","account_name_en","account_class","account_group_de","account_group_en","account_flags","is_range","range_start","range_end","is_postable"
"Andere Anlagen, Betriebs- und Geschäftsausstat- tung","Other plants, operating and commercial equipment",,"0430 00","Ladeneinrichtung","shop furnishing",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Andere Anlagen, Betriebs- und Geschäftsausstat- tung","Other plants, operating and commercial equipment",,"0440 00","Werkzeuge","tools",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Andere Anlagen, Betriebs- und Geschäftsausstat- tung","Other plants, operating and commercial equipment",,"0450 00","Einbauten in fremde Grundstücke","Buildings in other people's properties",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Andere Anlagen, Betriebs- und Geschäftsausstat- tung","Other plants, operating and commercial equipment",,"0460 00","Gerüst- und Schalungsmaterial","Scaffolding and formwork material",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Andere Anlagen, Betriebs- und Geschäftsausstat- tung","Other plants, operating and commercial equipment",,"0480 00","Geringwertige Wirtschaftsgüter","Low-value assets",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Andere Anlagen, Betriebs- und Geschäftsausstat- tung","Other plants, operating and commercial equipment",,"0485 00","Wirtschaftsgüter (Sammelposten)","Assets (collection point)",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Andere Anlagen, Betriebs- und Geschäftsausstat- tung","Other plants, operating and commercial equipment",,"0490 00","Sonstige Betriebs- und Geschäftsausstattung","Other operating and office equipment",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"geleistete Anzahlungen und Anlagen im Bau","Down payments made and investments under construction",,"0498 00","Andere Anlagen, Betriebs- und Geschäftsausstattung im Bau","Other plants, operating and office equipment under construction",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"geleistete Anzahlungen und Anlagen im Bau","Down payments made and investments under construction",,"0499 00","Anzahlungen auf andere Anlagen, Betriebs- und Geschäftsausstattung","Payments on other investments, operating and office equipment",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Anteile an verbundenen Unternehmen","Shares in affiliated companies",,"0500 00","Anteile an verbundenen Unternehmen (Anlagevermögen)","Shares in affiliated companies (fixed assets)",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Anteile an verbundenen Unternehmen","Shares in affiliated companies",,"0501 00","Anteile an verbundenen Unternehmen, Personengesellschaften","Shares in affiliated companies, partnerships",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Anteile an verbundenen Unternehmen","Shares in affiliated companies",,"0502 00","Anteile an verbundenen Unternehmen, Kapitalgesellschaften","Shares in affiliated companies, corporations",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Anteile an verbundenen Unternehmen","Shares in affiliated companies",,"0503 00","Anteile an herrschender oder mehrheitlich beteiligter Gesellschaft, Kapitalgesellschaften","Shares in a controlling or majority-owned company, corporations",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Anteile an verbundenen Unternehmen","Shares in affiliated companies",,"0504 00","Anteile an herrschender oder mit Mehrheit beteiligter Gesellschaft","Shares in a controlling or majority-owned company",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Ausleihungen an verbundene Unternehmen","Loans to affiliated companies",,"0505 00","Ausleihungen an verbundene Unternehmen","Loans to affiliated companies",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Ausleihungen an verbundene Unternehmen","Loans to affiliated companies",,"0506 00","Ausleihungen an verbundene Unternehmen, Personengesellschaften","Loans to affiliated companies, partnerships",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Ausleihungen an verbundene Unternehmen","Loans to affiliated companies",,"0507 00","Ausleihungen an verbundene Unternehmen, Kapitalgesellschaften","Loans to affiliated companies, corporations",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Ausleihungen an verbundene Unternehmen","Loans to affiliated companies",,"0508 00","Ausleihungen an verbundene Unternehmen, Einzelunternehmen","Loans to affiliated companies, sole proprietorships",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Anteile an verbundenen Unternehmen","Shares in affiliated companies",,"0509 00","Anteile an herrschender oder mehrheitlich beteiligter Gesellschaft, Personengesellschaften","Shares in a controlling or majority-owned company, partnerships",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Beteiligungen","stakes",,"0510 00","Beteiligungen","stakes",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Beteiligungen","stakes",,"0513 00","Typisch stille Beteiligungen","Typically silent investments",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Beteiligungen","stakes",,"0516 00","Atypisch stille Beteiligungen","Atypical silent investments",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Beteiligungen","stakes",,"0517 00","Beteiligungen an Kapitalgesellschaften","Investments in corporations",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Beteiligungen","stakes",,"0518 00","Beteiligungen an Personengesellschaften","Investments in partnerships",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Beteiligungen","stakes",,"0519 00","Beteiligung einer GmbH & Co. KG an einer Komplementär-GmbH","Involvement of a GmbH & Co. KG in a general partner GmbH",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Loans to companies with which there is an investment relationship",,"0520 00","Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Loans to companies with which there is an investment relationship",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Loans to companies with which there is an investment relationship",,"0523 00","Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht, Personengesellschaften","Loans to companies with which there is an investment relationship, partnerships",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Loans to companies with which there is an investment relationship",,"0524 00","Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht, Kapitalgesellschaften","Loans to companies with which there is an investment relationship, corporations",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Wertpapiere des Anlagevermögens","Fixed asset securities",,"0525 00","Wertpapiere des Anlagevermögens","Fixed asset securities",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Wertpapiere des Anlagevermögens","Fixed asset securities",,"0530 00","Wertpapiere mit Gewinnbeteiligungsansprüchen, die dem Teileinkünfteverfahren unterliegen","Securities with profit-sharing claims that are subject to the partial income procedure",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Wertpapiere des Anlagevermögens","Fixed asset securities",,"0535 00","Festverzinsliche Wertpapiere","Fixed-interest securities",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Anteile an verbundenen Unternehmen","Shares in affiliated companies",,"0538 00","Anteile einer GmbH & Co. KG an einer Komplementär-GmbH","Shares of a GmbH & Co. KG in a general partner GmbH",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"sonstige Ausleihungen","other loans",,"0540 00","Übrige sonstige Ausleihungen","Other other loans",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"sonstige Ausleihungen","other loans",,"0550 00","Darlehen","loans",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"sonstige Ausleihungen","other loans",,"0550 10","Darlehen Institutionen national","Loans to national institutions",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"sonstige Ausleihungen","other loans",,"0550 11","Darlehen Institutionen international","International loans to institutions",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"sonstige Ausleihungen","other loans",,"0550 12","Darlehen Versorgungswerk","Loan pension fund",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"sonstige Ausleihungen","other loans",,"0550 13","Darlehen Wertberichtigung","Loan depreciation",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"sonstige Ausleihungen","other loans",,"0551 00","Darlehen","loans",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Genossenschaftsanteile","cooperative shares",,"0570 00","Genossenschaftsanteile zum langfristigen Verbleib","Cooperative shares to remain in the long term",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Ausleihungen an Gesellschafter","Loans to shareholders",,"0580 00","Ausleihungen an Gesellschafter","Loans to shareholders",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Ausleihungen an Gesellschafter","Loans to shareholders",,"0580 10","Ausleihungen an Mitglieder","Loans to members",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Ausleihungen an Gesellschafter","Loans to shareholders",,"0580 11","Ausleihungen an Mitglieder Wertberichtigung","Loans to members Value adjustment",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Ausleihungen an Gesellschafter","Loans to shareholders",,"0581 00","Ausleihungen an Gesellschafter","Loans to shareholders",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Ausleihungen an Gesellschafter","Loans to shareholders",,"0582 00","Ausleihungen an GmbH-Gesellschafter","Loans to GmbH shareholders",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Ausleihungen an Gesellschafter","Loans to shareholders","R","0583 00","Ausleihungen an GmbH-Gesellschafter","Loans to GmbH shareholders",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"true","0583 00",,"false"
"Ausleihungen an Gesellschafter","Loans to shareholders",,"0584 00","Ausleihungen an persönlich haftende Gesellschafter","Loans to personally liable partners",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
"Ausleihungen an Gesellschafter","Loans to shareholders",,"0586 00","Ausleihungen an Kommanditisten","Loans to limited partners",0,"Anlage- und Kapitalkonten","Fixed assets and equity accounts",,"false",,,"true"
